id,st_title,st_abstract,st_year
s74095,biochemical characterization and biosynthesis of the ki-1 antigen in hodgkin-derived and virus-transformed human b and t lymphoid cell lines.,"biochemical characterization and biosynthesis of the ki-1 antigen in hodgkin-derived and virus-transformed human b and t lymphoid cell lines.. The Hodgkin-associated Ki-1 antigen was analyzed in different cell lines. In Hodgkin analogous L428 cells, biosynthetically labeled with radioactive amino acids, the Ki-1 antibody precipitated three glycoproteins with 90, 105, and 120 kDa, respectively. Surface-labeling revealed that the two larger components were membrane-associated forms of the Ki-1 antigen, although the 90-kDa molecule was shown in pulse-chase experiments to be the precursor of the 105- and 120-kDa forms. All three forms of the Ki-1 antigen possess a tunicamycin-sensitive 6-kDa N-linked carbohydrate moiety. O-Linked oligosaccharides could not be detected. Thus, the differences in m.w. are probably not due to glycosylation. The ionophore monensin prevented the appearance of the membrane-associated molecules, which demonstrated that they are assembled between the transcompartment of the Golgi complex and their insertion into the cell membrane. The 90-kDa precursor molecule cannot be generated by disulfide reduction from the two larger forms. After internal labeling with P-32, only the 105- and 120-kDa bands became visible, indicating that the Ki-1 molecule is phosphorylated after its processing into the two larger membrane-associated forms. Analysis of the Ki-1 antigens from other cell lines demonstrated that after external labeling of two other Hodgkin-derived cell lines, six Epstein-Barr virus lymphoblastoid cell lines and one human T leukemia virus I-positive T cell line, both the 105- and the 120-kDa membrane molecules could be detected, regardless of the presence or type of virus integrated.",1987
s74116,cd8-positive t lymphocytes specific for murine cytomegalovirus immediate-early antigens mediate protective immunity.,"cd8-positive t lymphocytes specific for murine cytomegalovirus immediate-early antigens mediate protective immunity.. We have shown in a murine model system for acute, lethal cytomegalovirus (CMV) disease in the immunocompromised natural host that control of virus multiplication in tissues, protection from virus-caused tissue destruction, and survival are mediated by virus-specific CD8+ CD4-T lymphocytes. Protection from a lethal course of disease did not result in a rapid establishment of virus latency, but led to a long-lasting, persistent state of infection. The CD8- CD4+ subset of T lymphocytes was not effective by itself in controlling murine CMV (MCMV) multiplication in tissue or essential for the protective function of the CD8+ CD4- effector cells. The antiviral efficacy of the purified CD8+ CD4- subset was not impaired by preincubation with fibroblasts that presented viral structural antigens, but was significantly reduced after depletion of effector cells specific for the nonstructural immediate-early antigens of MCMV, which are specified by the first among a multitude of viral genes expressed during MCMV replication in permissive cells. Thus, MCMV disease provides the first example of a role for nonstructural herpesvirus immediate-early antigens in protective immunity.",1987
s74202,t-cell antigen receptor genes and t-cell recognition.,"t-cell antigen receptor genes and t-cell recognition.. The four distinct T-cell antigen receptor polypeptides (alpha, beta, gamma, delta) form two different heterodimers (alpha:beta and gamma:delta) that are very similar to immunoglobulins in primary sequence, gene organization and modes of rearrangement. Whereas antibodies have both soluble and membrane forms that can bind to antigens alone, T-cell receptors exist only on cell surfaces and recognize antigen fragments only when they are embedded in major histocompatibility complex (MHC) molecules. Patterns of diversity in T-cell receptor genes together with structural features of immunoglobulin and MHC molecules suggest a model for how this recognition might occur. This view of T-cell recognition has implications for how the receptors might be selected in the thymus and how they (and immunoglobulins) may have arisen during evolution.",1988
s74358,protection against virulent h5 avian influenza virus infection in chickens by an inactivated vaccine produced with recombinant vaccinia virus.,"protection against virulent h5 avian influenza virus infection in chickens by an inactivated vaccine produced with recombinant vaccinia virus.. A cloned cDNA copy of the haemagglutinin (HA) gene of A/Chicken/Scotland/59 (H5N1) influenza virus has been expressed in vaccinia virus. This pox virus is poorly infectious or non-infectious for chickens. However, immunization of chickens with lysates of cell cultures infected with the recombinant vaccinia virus, that had been emulsified with adjuvant and which contained an estimated 0.5 microgram influenza HA, elicited a substantial neutralizing antibody response to influenza virus. Challenges of immunized and non-immunized adult chickens with virulent A/Chicken/Scotland/59 influenza virus showed that the immunized animals were highly protected while the non-immunized controls died. Immunized birds were also protected against infection with the recent virulent H5 avian influenza virus, A/Chicken/Pennsylvania/83 (H5N2).",1988
s74402,plasmodium falciparum: gene structure and hydropathy profile of the major merozoite surface antigen (gp195) of the uganda-palo alto isolate.,"plasmodium falciparum: gene structure and hydropathy profile of the major merozoite surface antigen (gp195) of the uganda-palo alto isolate.. The gene encoding the 195,000-Da major merozoite surface antigen (gp195) of the FUP (Uganda-Palo Alto) isolate of Plasmodium falciparum, a strain widely used for monkey vaccination experiments, has been cloned and sequenced. The translated amino acid sequence of the FUP gp195 protein is closely related to the sequences of corresponding proteins of the CAMP (Malaysia) and MAD-20 (Papua New Guinea) isolates and more distantly related to those of the Wellcome (West Africa) and K1 (Thailand) isolates, supporting the proposed allelic dimorphism of gp195 within the parasite population. The prevalence of dimorphic sequences within the gp195 protein suggests that many gp195 epitopes would be group-specific. Despite the extensive differences in amino acid sequence between gp195 proteins of these two groups, the hydropathy profiles of proteins representative of both groups are very similar. The conservation of overall secondary structure shown by the hydropathy profile comparison indicates that gp195 proteins of the various P. falciparum isolates are functionally equivalent. This information on the primary structure of the FUP gp195 protein will enable us to evaluate the possible roles of conserved, group-specific and variable epitopes in immunity to the blood stage of the malaria parasite.",1988
s74530,clinical applications of carcinoembryonic antigen.,"clinical applications of carcinoembryonic antigen.. Although carcinoembryonic antigen (CEA) has been the subject of interest for many investigators for over 20 years, many questions still remain unanswered concerning the CEA molecule. These include the ultimate clinical potential of CEA as a tumor marker (specificity, sensitivity, distribution), the biological role of CEA, and the genetic control of CEA synthesis. Initially, much of the work with CEA concerned its physicochemical and immunochemical properties, as well as of cross-reacting molecules, and methods of serologic detection of CEA. More recent studies have focused on cloning of the CEA gene and genetic control of CEA production. An extensive literature exists concerning the role of serum CEA assays and their potential value in determining the prognosis and monitoring of patients affected with cancers of various organs. Despite extensive research into the biology of CEA, few papers deal with the application of CEA immunohistochemistry and immunocytochemistry as concerns normal cellular development, the degree of tumor anaplasia, and the various diagnostic problems of surgical pathology. There has also been a great deal of interest in the utility of both polyclonal and monoclonal antibodies to CEA both in the radioimmunolocalization and potential therapy of CEA-producing tumors. This review summarizes the past and current findings of the clinical applicability of the serum measurement of CEA and examines the status of radioimmunolocalization of tumors as a basis for effective antibody targeted immunotherapy in the future.",1988
s74574,antigenic and functional characterization of a rat central nervous system-derived cell line immortalized by a retroviral vector.,"antigenic and functional characterization of a rat central nervous system-derived cell line immortalized by a retroviral vector.. We have immortalized rat central nervous system (CNS) cells of primary cultures of rat optic nerve with murine leukemia virus psi-2,SV-40-6, which is defective in assembly and contains the SV-40 large T antigen and neomycin resistance genes, to produce a cell line that we named A7. After drug selection, greater than 90% of the growing cells expressed nuclear SV-40 large T cells and a fraction of these contained the astrocyte-specific marker, glial fibrillary acidic protein. The majority of these cells also expressed surface marker A4 (specific for neural tube derivatives), Ran 2, p185 (the 185-kD phosphoprotein product of the neu oncogene), and fibronectin, but did not express the astrocyte enzymes glutamine synthetase and monoamine oxidase B. Surface markers characteristic of glial progenitors (A2B5) and oligodendrocytes (galactocerebroside) were not detected. After two rounds of cell cloning, subclone A7.6-3 expressed Ran 2, fibronectin, and the neural cell adhesion molecule (N-CAM) but not glial fibrillary acidic protein and A4. The A7 cell line and subclones also displayed certain functions of type 1 astrocytes: the conditioned medium of these cells had a potent mitogenic activity for glial progenitor cells which could be neutralized by anti-platelet-derived growth factor antibodies and monolayers of these cells supported the growth of embryonic hypothalamic neurons. We conclude that a retrovirus containing SV-40 large T antigen can immortalize rat CNS cells and that such immortalized glial cells retain at least two important functions of type 1 astrocytes: the ability to secrete platelet-derived growth factor and to support the growth of embryonic CNS neurons. Moreover, such stable immortalized clonal cell lines can be used to study gene regulation in glial cells.",1988
s74581,hla-b27 in inbred and non-inbred transgenic mice. cell surface expression and recognition as an alloantigen in the absence of human beta 2-microglobulin.,"hla-b27 in inbred and non-inbred transgenic mice. cell surface expression and recognition as an alloantigen in the absence of human beta 2-microglobulin.. A gene encoding the H chain of the human class I MHC Ag HLA-B27 was introduced into the germ lines of inbred C57BL/6 (B6) and non-inbred (B6 X SJL/J) F2 mice. By immunofluorescence and flow cytometry, the HLA-B27 gene product was expressed on lymphoid cells at levels comparable to the endogenous H-2b and H-2s class I MHC molecules. In both primary and secondary MLC between responder spleen cells from non-transgenic (B6 X SJL/J) F1 mice and transgenic stimulator cells, CTL were generated that specifically lysed mouse L cell (H-2k) or human B cell targets expressing HLA-B27, and this lysis thus appeared largely unrestricted by H-2. These results indicate that transgenic mice express a functional HLA-B27 gene product on cell surfaces in the absence of the human beta 2-microglobulin gene. These transgenic mice promise to be a valuable resource in the investigation of the unique role of HLA-B27 in inflammatory human disease.",1988
s74588,co-expression of the hepatitis b surface and core antigens using baculovirus multiple expression vectors.,"co-expression of the hepatitis b surface and core antigens using baculovirus multiple expression vectors.. The hepatitis B (HB) virus DNA sequences coding for the pre-core (preC) or C antigens (HBpcAg, HBcAg) have been inserted into the baculovirus plasmid transfer vector, pAcYM1, such that the HB viral sequences are under the control of the polyhedrin promoter of Autographa californica nuclear polyhedrosis virus (AcNPV). Spodoptera frugiperda cells infected with either of the derived recombinant plasmids in the presence of infectious AcNPV DNA yielded recombinant, polyhedrin-negative viruses that expressed high levels of the respective HBpcAg or HBcAg (representing approx. 5 to 10% and approx. 40% of the stained cellular proteins, respectively). The particulate 27 nm HBcAgs have been purified to homogeneity from infected cell extracts by density gradient centrifugation. Dual expression transfer vectors containing the HBcAg gene sequences and the coding sequences of the HB viral S antigen (HBsAg), each gene under the control of its own copy of the polyhedrin promoter, have also been constructed and used to derive recombinant viruses. The recombinant with the HB C and S genes expressed high levels of the HBcAg (approx. 40% of the cellular proteins) and low levels of the HBsAg (approx. 2% of the stained cellular proteins). Dual expression, occluded, recombinant baculoviruses that make HBsAg, as well as the AcNPV polyhedrin protein, have been prepared that are highly infectious for Trichoplusia ni caterpillars, allowing reproducible preparation of the antigen in larvae. Using radioimmunoassays (RIAs) and ELISAs, the recombinant HBcAg (RIA) and HBsAg (ELISA) have been used to identify human antibodies to HB virus with results that compare favourably with the data obtained with non-recombinant antigens.",1988
s74597,recombinant retroviruses encoding cell surface antigens as selectable markers.,"recombinant retroviruses encoding cell surface antigens as selectable markers.. Recombinant retroviruses are frequently used in the transfer and analysis of genes. This report describes new retrovirus vectors that incorporate a cDNA copy of a cell surface antigen to function as a selectable marker. By using techniques based on quantitative cell surface immunofluorescence, these vectors allow the rapid detection and isolation of infected cells. These vectors also allow the rapid detection of packaging cell lines producing large amounts of recombinant retroviruses. Potential applications of these vectors are demonstrated.",1988
s74737,genetic fusion of a non-toxic heat-stable enterotoxin-related decapeptide antigen to cholera toxin b-subunit.,"genetic fusion of a non-toxic heat-stable enterotoxin-related decapeptide antigen to cholera toxin b-subunit.. A decapeptide highly homologous to the STa Escherichia coli heat-stable enterotoxin and to several other heat-stable enterotoxins was fused genetically to the amino-end of the B-subunit of cholera toxin (CTB) and the hybrid protein gene expressed from a tacP overexpression system. The STa-related decapeptide used, which was encoded by a synthetic oligodeoxynucleotide, contained a single mutation which substituted a disulfide-linked cysteine by alanine. After its fusion to CTB the decapeptide was able to both react with and to give rise to anti-STa antibodies. Expression of the decapeptide-CTB hybrid by non-toxigenic Vibrio cholerae resulted in its full secretion into the extracellular milieu from where it could then be readily purified by single-step affinity chromatography using immobilized GM1 ganglioside. Bacteria producing this non-toxic, immunogenic decapeptide-CTB toxoid might be useful for the development of oral vaccines against diarrhea caused by E. coli and other bacteria producing immunologically related heat-stable enterotoxins, and as a source of immunoreagents for methods used to diagnose disease caused by these bacteria.",1988
s74755,construction and characterization of vaccine strains of salmonella harboring mutations in two different aro genes.,"construction and characterization of vaccine strains of salmonella harboring mutations in two different aro genes.. Derivatives of the mouse-virulent Salmonella typhimurium strain SL1344 were constructed harboring stable mutations in aroC alone or in aroC and aroA together. Fifty percent lethal doses after intravenous inoculation of the mutants into BALB/c mice were determined, and the mutants were as highly attenuated as were SL1344 aroA derivatives. All aro-dependent derivatives persisted in vivo at similar levels and for similar intervals in the livers and spleens of BALB/c mice infected intravenously. Mice vaccinated orally with 10(10) live organisms of the different derivatives survived and were well protected against oral challenge with virulent S. typhimurium. A Salmonella typhi Ty2 derivative, designated WBL2000, was constructed that harbors well-defined, stable mutations in both aroA and aroC.",1988
s75092,nucleotide sequence of the invasion plasmid antigen b and c genes (ipab and ipac) of shigella flexneri.,"nucleotide sequence of the invasion plasmid antigen b and c genes (ipab and ipac) of shigella flexneri.. The nucleotide sequence of a 4.8 kilobase (kb) HindIII fragment from pWR100, the virulence plasmid of Shigella flexneri 5, was determined and analysed. This fragment encodes polypeptides b (62 kilodalton, kD) and c (43 kD) which have already been described as two of the four immunogenic polypeptides of Shigellae. The nucleotide sequence revealed that in addition to the ipaB and ipaC genes encoding polypeptides b and c, a third complete open reading frame was found within the fragment. The gene, named ippI, encoded a 17 kD polypeptide. The deduced amino acids sequence of polypeptides b and c showed no signal peptide but presence of highly hydrophobic domains compatible with a transmembraneous location. The surprising A and T richness of the three genes as compared with the Escherichia coli and Shigella genomes, resulted in a biased codon usage, and raises the question of the origin of the sequences.",1988
s75276,allelic dimorphism in a surface antigen gene of the malaria parasite plasmodium falciparum.,"allelic dimorphism in a surface antigen gene of the malaria parasite plasmodium falciparum.. Merozoites of the malaria parasite Plasmodium falciparum carry surface proteins processed from a precursor termed p190 or p195. Polymorphism has been reported in this protein. Since the protein is a candidate for a malaria vaccine, it is important to understand the nature of this polymorphism. We have determined the complete nucleotide sequence of the p190 gene from the MAD20 strain (a Papua New Guinea isolate). Comparisons of the gene with that from other strains of P. falciparum allowed us to study the genetic basis of the antigen's polymorphism. The gene consists of sequences distributed in variable blocks, which are separated by conserved or semi-conserved sequences. Variable sequences occur both in regions that code for tripeptide repeats and in regions with no apparent repeats. Interestingly, according to the present data, variable sequences are not widely polymorphic but fall into two distinct types. We argue that the p190 protein is encoded by dimorphic alleles capable of limited genetic exchange and present evidence at the nucleotide level documenting intragenic recombination in Plasmodium.",1987
s75539,a genetically engineered murine/human chimeric antibody retains specificity for human tumor-associated antigen.,"a genetically engineered murine/human chimeric antibody retains specificity for human tumor-associated antigen.. Chimeric immunoglobulin genes were constructed by fusing murine variable region exons to human constant region exons. The ultimate goal was to produce an antibody capable of escaping surveillance by the human immune system while retaining the tumor specificity of a murine monoclonal. The murine variable regions were isolated from the functionally expressed kappa and gamma 1 immunoglobulin genes of the murine hybridoma cell line B6.2, the secreted monoclonal antibody of which reacts with a surface antigen from human breast, lung, and colon carcinomas. The kappa and gamma 1 chain fusion genes were co-introduced into non-antibody producing murine myeloma cells by electroporation. Transfectants that produced murine/human chimeric antibody were obtained at high frequency as indicated by immunoblots probed with an antisera specific for human immunoglobulin. Enzyme-linked immunoabsorbent assay analysis demonstrated that this chimeric antibody was secreted from the myeloma cells and retained the ability to bind selectively to membrane prepared from human tumor cells. The chimeric immunoglobulin was also shown by indirect fluorescence microscopy to bind to intact human carcinoma cells with specificity expected of B6.2. The ability of chimeric antibody to recognize human tumor-associated antigen makes feasible a novel approach to cancer immunotherapy.",1986
s75540,synergy between the t3/antigen receptor complex and tp44 in the activation of human t cells.,"synergy between the t3/antigen receptor complex and tp44 in the activation of human t cells.. In addition to the T3/antigen receptor complex (T3/Ti), other T cell surface molecules participate in early events involved in human T cell activation. In this report we document that monoclonal antibody 9.3, which recognizes a 90,000 dalton homodimer expressed on human T cells, synergizes with ligands reacting with T3/Ti to activate purified T cells and Jurkat, a human T cell leukemic line. Unlike phorbol myristate acetate (PMA), 9.3 was able to synergize only with anti-T3 or anti-Ti if these antibodies were immobilized. Moreover, 9.3 failed to synergize with the calcium ionophore ionomycin. At high concentrations only, 9.3 could synergize with PMA in the activation of Jurkat and a T3/Ti negative mutant of Jurkat. At such high concentrations of 9.3, small transient increases in cytoplasmic free calcium ((Ca++)i) were detected in quin 2-loaded Jurkat cells. This increase in (Ca++)i was the result of release of internal stores of calcium. 9.3 induced the hydrolysis of polyphosphoinositides, albeit the magnitude of inositol phosphates generated in response to 9.3 was substantially less than that observed with anti-Ti. No effect on pkC translocation was observed in Jurkat cells stimulated with 9.3. Although the small increase in (Ca++)i induced by 9.3 may account for its synergy with PMA, this effect is unlikely to account for the more potent synergistic effect observed with 9.3 and phytohemagglutinin or immobilized anti-T3 and anti-Ti antibodies.",1986
s75621,cloning of the structural genes of three h8 antigens and of protein iii of neisseria gonorrhoeae.,"cloning of the structural genes of three h8 antigens and of protein iii of neisseria gonorrhoeae.. A bank of gonococcal DNA was constructed in the lambda gt11 expression vector. immunological screening of the bank resulted in the isolation of a clone that contains the structural gene of protein III. In addition, several clones reactive with mAbs specific for the H8 antigen were isolated. DNA hybridization studies revealed that these H8-reactive clones were derived from three different gonococcal genes. When the products produced by these clones were used to absorb antibodies from a rabbit antiserum, and the eluted antibodies were used in immunological studies, it could be shown that the parent gonococcus expressed the product of two of these H8 genes, and in strain R10, these had Mr of approximately 19,700 21,200 respectively. The larger form has not been recognized hitherto because the epitope reactive with the H8 mAb may be masked in this product.",1986
s75648,opacity genes in neisseria gonorrhoeae: control of phase and antigenic variation.,"opacity genes in neisseria gonorrhoeae: control of phase and antigenic variation.. The chromosome of N. gonorrhoeae contains several complete expression genes coding for variant opacity proteins. DNA sequence analysis of two opacity genes derived from the same locus (opaE1) of two isogenic gonococcal variants reveals common and variable regions in these genes. Genomic blotting experiments using synthetic probes suggest gene conversion as a principle for the assembly of variant sequence information in opacity genes. The 5' region of opacity genes is composed of identical pentameric pyrimidine units (CTCTT) encoding the hydrophobic portion of the opacity leader peptide. This coding repeat is variable in a given locus with respect of the number of pentameric units. While all expression loci in a single cell are constitutively transcribed, the production of opacity proteins is determined by the coding repeat sequence on the translational level.",1986
s75675,identification of paramyosin as schistosome antigen recognized by intradermally vaccinated mice.,"identification of paramyosin as schistosome antigen recognized by intradermally vaccinated mice.. Mice immunized intradermally with extracts of Schistosoma mansoni in combination with the adjuvant BCG are significantly protected against subsequent infection with living larval forms of the parasite. Remarkably, these vaccinated animals produce antibodies predominantly against a single parasite protein of molecular weight 97 kilodaltons (Sm-97). A complementary DNA that encodes about half of the Sm-97 molecule has now been cloned and sequenced. Analysis of the deduced amino acid sequence reveals a protein containing periodic repeats of hydrophobic amino acids characteristic of an alpha-helical coiled-coil structure. The deduced amino acid composition of the cloned gene and several properties of the native protein are similar to that of paramyosin, an alpha-helical protein that forms the core for myosin filaments in invertebrate muscle. Paramyosin was isolated from Schistosoma mansoni adult worms and antibodies to Sm-97 were shown to react with this molecule as well as with a known paramyosin from molluscan muscle.",1986
s75721,synergism in the activation of human cd8 t cells by cross-linking the t-cell receptor complex with the cd8 differentiation antigen.,"synergism in the activation of human cd8 t cells by cross-linking the t-cell receptor complex with the cd8 differentiation antigen.. Resting human T cells can be activated and induced to proliferate by cross-linking the T-cell receptor complex (Ti/CD3) with anti-CD3 (T3) antibodies, such as OKT3, together with interleukin 2. Here we describe functional properties of another monoclonal anti-CD3 antibody (BMA 030) that, cross-linked in various ways, only weakly stimulates accessory-cell-depleted T-cell cultures. However, when cross-linked to anti-CD4 or anti-CD8 antibodies a markedly enhanced proliferation of the corresponding subpopulation is observed. We have concentrated on the analysis of CD8 cells and have found that BMA 030, when cross-linked together with anti-CD8 (T811), induced proliferation more than 100-fold greater than BMA 030 alone, whereas cross-linking with antibodies to other T-cell membrane antigens (HLA-A, B, or CD5) provided no or marginal synergistic signals. There was no synergistic effect when only one of the two antibodies, BMA 030 or T811, was cross-linked and the other was applied in soluble form. In contrast, each of the two antibodies alone, when applied in soluble form, inhibited activation induced by the cross-linked antibodies. The T-cell differentiation antigen CD8 has been implicated in the major histocompatibility complex (MHC) class I restricted specificity of CD8 T cells. In previous work from other laboratories only the negative influences of soluble anti-CD8 antibodies have been noted. In contrast, our results suggest that cross-linking between Ti/CD3 and CD8 may be a critical event in the activation of mature CD8 cells. We hypothesize that, in antigen-induced T-cell activation, CD8 and Ti/CD3 become cross-linked by their simultaneous binding to class I-associated structures. Such a mechanism, if required for proliferation in early T-cell ontogeny, could generate a selective pressure for CD8 cells to recognize class I-associated antigens.",1986
s75744,n-myc amplification causes down-modulation of mhc class i antigen expression in neuroblastoma.,"n-myc amplification causes down-modulation of mhc class i antigen expression in neuroblastoma.. Amplification of the N-myc gene is correlated with increased metastatic ability of human neuroblastomas. We show here that overexpression of the N-myc gene in a rat neuroblastoma cell line following gene transfer causes down-modulation of class I histocompatibility antigen expression and increases in the in vivo growth rate and metastatic ability of these cells. N-myc-mediated down-modulation of MHC class I antigen expression could be reversed by treatment with interferon without affecting the steady state level of N-myc mRNA. No effect on MHC class I antigen expression was found when the N-myc gene was expressed in rat fibroblasts, indicating that some of the effects caused by N-myc gene amplification are cell-type-specific.",1986
s75915,structure of the gene encoding the circumsporozoite protein of plasmodium yoelii. a rodent model for examining antimalarial sporozoite vaccines.,"structure of the gene encoding the circumsporozoite protein of plasmodium yoelii. a rodent model for examining antimalarial sporozoite vaccines.. The gene encoding the circumsporozoite protein (CSP) from the rodent malaria parasite, Plasmodium yoelii, has been cloned and the nucleotide sequence has been determined. The gene encodes a protein of 367 amino acids as deduced from the nucleotide sequence. This gene is structurally similar to other Plasmodium spp. CSP genes in that it contains putative hydrophobic signal and anchor sequences at the NH2 and COOH termini, respectively, two small regions (Regions I and II) that are conserved in all CSP genes analyzed to date, and a central region containing the immunodominant repeating peptide sequence. Unlike other CSP genes, however, the immunodominant repeat region of the gene is composed of two distinctly different types of tandem repeats. One repeating unit is six amino acids (Gln-Gly-Pro-Gly-Ala-Pro) in length while the other is only four (Gln-Gln-Pro-Pro) residues long. A synthetic peptide, Gln-Gly-Pro-Gly-Ala-Pro X 3, strongly inhibits the binding of anti-CSP monoclonal antibody to sporozoite antigens while another peptide, Gln-Gln-Pro-Pro X 4, weakly inhibits the binding of this same antibody to sporozoite antigens. This work should allow the construction of a mouse model system to parallel human vaccine trials.",1987
s75954,alternative splicing and alternative initiation of translation explain the four forms of the ia antigen-associated invariant chain.,"alternative splicing and alternative initiation of translation explain the four forms of the ia antigen-associated invariant chain.. The Ia antigen-associated invariant chain (In) exists in humans as four related polypeptides, p33, p35, p41 and p43, all associated with HLA-class II antigens. As described previously, two of these forms of In chain, p33 and p35, result from the use of two in-phase initiation AUG codons on the unique In p33 mRNA. In addition to cDNA clones derived from In p33 mRNA, we have isolated a new cDNA clone, called p41-1, which differs from p33-1 by an additional segment in the coding region. The DNA sequence encoding the segment unique to p41-1 was identified in the genomic sequence in the intron between exon 6 and 7, and we refer to it as exon 6b. Cells transfected with a full length p41 cDNA clone in an expression vector synthesize the two larger forms of the In chain, p41 and p43. We propose that the larger mRNA, encoding p41, results from alternative splicing of exon 6b, and that p41 and p43 result from the use of the two functional initiation AUG codons identified in p33 mRNA. Alternative splicing, together with alternative initiation of translation, allows therefore the synthesis of four related In chain polypeptides from a single gene.",1986
s75986,genes for the major protein antigens of mycobacterium tuberculosis: the etiologic agents of tuberculosis and leprosy share an immunodominant antigen.,"genes for the major protein antigens of mycobacterium tuberculosis: the etiologic agents of tuberculosis and leprosy share an immunodominant antigen.. Mycobacterium tuberculosis genes encoding immunologically relevant proteins were isolated by systematically screening a lambda gt11 recombinant DNA expression library with a collection of murine monoclonal antibodies directed against protein antigens of this pathogen. These antibodies, previously characterized by a World Health Organization workshop on monoclonal antibodies against mycobacteria, were used to isolate DNA sequences encoding five major protein antigens of this pathogen. To evaluate the extent of crossreactivity between these M. tuberculosis antigens and antigens of Mycobacterium leprae, recombinant antigens were probed with monoclonal antibodies directed against the protein antigens of these bacilli. One of the antigens, a 65-kDa protein, has determinants common to M. tuberculosis and M. leprae. We find not only that this antigen is recognized by mouse monoclonal antibodies but that it is the major protein recognized by anti-M. tuberculosis rabbit sera. The 65-kDa proteins of M. tuberculosis and M. leprae appear to play a role in the humoral and cell-mediated immune response to these pathogens.",1987
s76043,live oral salmonella vaccines: potential use of attenuated strains as carriers of heterologous antigens to the immune system.,"live oral salmonella vaccines: potential use of attenuated strains as carriers of heterologous antigens to the immune system.. Live attenuated strains of salmonellae are showing promise as live oral vaccines against human typhoid fever and other Salmonella infections of man and animals. Attenuation can be achieved by introducing genetically defined, non-reverting mutations into specific genes on the Salmonella chromosome. Mutations in the gal E or aroA genes of Salmonella inhibit the ability of the bacteria to grow in vivo, and strains carrying such lesions are effective vaccines against salmonellosis. Genetic determinants encoding for the expression of potentially protective antigens from heterologous, non-Salmonella pathogens can be readily introduced into these attenuated Salmonella strains. Expression of the heterologous antigen does not affect the ability of the Salmonella host to be used as a Salmonella vaccine. Mice infected orally with a Salmonella typhimurium aroA vaccine expressing the Escherichia coli heat-labile toxin B subunit developed both a secretory and serum antibody response to this antigen. These serum antibodies were able to neutralise the activity of E. coli heat-labile toxin in tissue culture assays. A humoral and cell-mediated (DTH) immune response was detected against beta galactosidase, an intracellular antigen, in mice infected with an aroA vaccine expressing this cloned antigen. The prospects for the development of live Salmonella vaccines as a method for delivering heterologous antigens derived from bacteria, viruses and parasites is discussed.",1987
s76084,"antigen-driven t cell clones can proliferate in vivo, eradicate disseminated leukemia, and provide specific immunologic memory.","antigen-driven t cell clones can proliferate in vivo, eradicate disseminated leukemia, and provide specific immunologic memory.. The aim of the current study was to determine the ability of antigen-driven cloned helper cell independent cytotoxic T lymphocytes (HITc) to proliferate and to survive in vivo and to mediate tumor therapy. The HITc clone utilized (denoted 1.B6) was specifically cytolytic to FBL-3, a syngeneic Friend virus-induced murine leukemia. Activation in vitro (48 hr) with FBL-3 induced secretion of interleukin 2 (IL 2), expression of IL 2 receptors (IL 2R), and in vitro proliferation. These cells could be """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""rested"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" for several weeks without stimulation, which resulted in reduced expression of IL 2R; however, restimulation with antigen resulted in reinduction of IL 2R and proliferation. The ability of cloned HITc to proliferate and to survive in vivo was examined in cyclophosphamide (CY) pretreated donor mice congenic for the Thy-1 gene. Adoptively transferred cloned HITc could be found in large numbers, and were widely distributed in vivo 1 wk after transfer. In tumor therapy, 1.B6 cells when injected into a site of tumor (i.p.) and used as an adjunct to CY were effective against disseminated FBL-3. In this circumstance, cloned 1.B6 cells could be recovered from cured mice 125 days after transfer and were shown to specifically lyse tumor and proliferate in vitro in response to FBL-3. Thus as an adjunct to CY, tumor-specific cloned HITc are capable of eradicating disseminated leukemia, persisting long-term in vivo, and providing specific immunologic memory.",1987
